"","ERR1072629","ERR1072937","ERR1073023","ERR1073394","ERR1073395","ERR1073490","ERR1073491","ERR1073812","ERR1074062","ERR1074157","ERR1074475","ERR1074512","ERR1074615","ERR1074802","ERR1075093","ERR1075141","ERR1075184","ERR1075317","ERR1075554","ERR1075631","ERR1075686","ERR1075741","ERR1075850","ERR1075876","ERR1075892","ERR1076013","ERR1076843","ERR1076847","ERR1076868","ERR1076869","ERR1077263","ERR1089672","ERR1089686","ERR1089704","ERR1089705","ERR1089710","ERR1089717","ERR1089719","ERR1089726","ERR1089729","ERR1089730","ERR1089748","ERR1089785","ERR1089804","ERR1089813","ERR1089833","ERR1089834","ERR1089835","ERR1089866","ERR1089891","ERR1089900","ERR1089903","ERR1089906","ERR1089914","ERR1089915","ERR1089940","ERR1089941","ERR1089942","ERR1089946","ERR1089980","ERR1089993","ERR1089997","ERR1090006","ERR1090008","ERR1090009","ERR1090040","ERR1090047","ERR1090065","ERR1090082","ERR1090099","ERR1090112","ERR1090126","ERR1090137","ERR1090139","ERR1090140","ERR1090242","ERR1090246","ERR1090339","ERR1090367","ERR1090409","ERR1090412","ERR1090417","ERR1090429","ERR1090439","ERR1090446","ERR1090448","ERR1090452","ERR1090454","ERR1090457","ERR1090465","ERR1090466","ERR1090471","ERR1090487","ERR1090508","ERR1090511","ERR1090512","ERR1090527","ERR1090528","ERR1090529","ERR1090536","ERR1090539","ERR1090544","ERR1090563","ERR1090571","ERR1090580","ERR1090650","ERR1090654","ERR1090655","ERR1090677","ERR1090682","ERR1090703","ERR1090785","ERR1090796","ERR1090799","ERR1090804","ERR1090819","ERR1090820","ERR1090847","ERR1090864","ERR1090884","ERR1090885","ERR1090888","ERR1090889","ERR1090895","ERR1090906","ERR1090911","ERR1090913","ERR1090914","ERR1090916","ERR1090926","ERR1090933","ERR1090937","ERR1090943","ERR1090948","ERR1090951","ERR1090952","ERR1090969","ERR1090970","ERR1090984","ERR1091000","ERR1091021","ERR1091031","ERR1091033","ERR1091034","ERR1091059","ERR1091060","ERR1091067","ERR1091068","ERR1091076","ERR1091105","ERR1091106","ERR1091108","ERR1091119","ERR1091121","ERR1091124","ERR1091130","ERR1091146","ERR1091157","ERR1091175","ERR1091177","ERR1091186","ERR1091189","ERR1091268","ERR1091269","ERR1091270","ERR1091298","ERR1091299","ERR1091329","ERR1091338","ERR1091340","ERR1091365","ERR1091366","ERR1091377","ERR1091379","ERR1091380","ERR1091387","ERR1091388","ERR1091395","ERR1091396","ERR1091410","ERR1091417","ERR1091422","ERR1091432","ERR1091434","ERR1091443","ERR1091454","ERR1091460","ERR1091466","ERR1091471","ERR1091476","ERR1091483","ERR1091484","ERR1091486","ERR1091487","ERR1091493","ERR1091505","ERR1091516","ERR1091517","ERR1091519","ERR1091523","ERR1091524","ERR1091526","ERR1091530","ERR1091533","ERR1091542","ERR1091545","ERR1091561","ERR1091569","ERR1091579","ERR1091594","ERR1091595","ERR1091611","ERR1091620","ERR1091643","ERR1091652","ERR1091653","ERR1091669","ERR1091671","ERR1091675","ERR1091708","ERR1091717","ERR1091726","ERR1091727","ERR1091734","ERR1091750","ERR1091752","ERR1091754","ERR1091756","ERR1091757","ERR1091758","ERR1091759","ERR1091764","ERR1091774","ERR1091795","ERR1091798","ERR1091802","ERR1091809","ERR1091810","ERR1091817","ERR1091821","ERR1091838","ERR1160352","ERR1160392","ERR1160435","ERR1160458","ERR1160463","ERR1160484","ERR1160486","ERR1160490","ERR1160499","ERR1160503","ERR1160544","ERR1160548","ERR1160555","ERR1160557","ERR1160566","ERR1160575","ERR1160580","ERR1160583","ERR1160586","ERR1160587","ERR1160596","ERR1160601","ERR1160619","ERR1160639","ERR1160648","ERR1160661","ERR1160669","ERR1160675","ERR1160679","ERR1160683","ERR1160685","ERR1160693","ERR1160706","ERR1160717","ERR1160791","ERR1160798","ERR1160801","ERR1160802","ERR1160807","ERR1249647","ERR1249655","ERR1249665","ERR1249668","ERR1249679","ERR1249688","ERR1249694","ERR1249740","ERR1249760","ERR1249790","ERR1249793","ERR1249804","ERR1249806","ERR1249818","ERR1249834","ERR1249835","ERR1249837","ERR1249865","ERR1249884","ERR1249895","ERR1249934","ERR1249944","ERR1249963","ERR1249967","ERR1249968","ERR1249977","ERR1249992","ERR1250017","ERR1250043","ERR1250073","ERR1250085","ERR1250120","ERR1250123","ERR1250134","ERR1250396","ERR1250427","ERR1250447","ERR1250449","ERR1250474","ERR1250493","ERR1250506","ERR1250508","ERR1250515","ERR1250523","ERR1250540","ERR1250550","ERR1250556","ERR1250559","ERR1250566","ERR1250590","ERR1250609","ERR1250614","ERR1250616","ERR1250620","ERR1250634","ERR1250635","ERR1250639","ERR1250646","ERR1250647","ERR1458723","ERR1545728","ERR1545993","ERR1843471","ERR1843546","ERR1843547","ERR1843550","ERR1844562","ERR1845171","ERR1845903","ERR2032711","ERR2056786","ERR2092550","ERR2313943","ERR2313949"
"Rothia",0,0.0211943,0,0,0.00247048,0.00956755,0.0126263,0.00527955,0.00520833,0.0194212,0,0.00864566,0,0.0165601,0,0.00210748,0,0,0.00368175,0.00598516,0,0.0221129,0.00450897,0.00329685,0,0.0232657,0,0.0113969,0.0043802,0,0.0134982,0,0,0,0,0,0.00572738,0,0,0,0.0115866,0,0.004649,0.0128386,0,0,0,0.00335053,0,0,0,0,0,0.00789204,0.00466048,0,0,0,0,0.0133809,0,0.0100639,0,0.00261732,0,0.0059673,0.00401994,0,0,0,0,0,0,0.00502285,0.0035868,0.0377739,0.0767853,0.0149984,0.0111919,0.00605583,0.00480054,0.0153783,0.0178364,0.00704349,0.00766019,0.0306279,0,0.00422726,0.0041651,0,0,0.00813835,0.00411658,0.0244176,0.037463,0,0.0286779,0,0,0,0.044238,0.0118189,0.0456621,0.00490364,0,0.0133612,0.00906577,0.0281123,0.0325203,0.0263803,0,0.0131402,0.00479302,0,0,0,0.00980681,0,0.00139698,0.0073425,0,0.0136455,0,0,0.0019718,0.0124128,0.00977135,0.00819135,0.0116672,0.00409861,0.00891186,0,0,0.00711048,0,0.00750066,0.00658198,0,0.00233825,0,0,0,0.00260044,0.00326904,0.00242748,0.00526843,0,0.00741752,0.00178492,0.00347989,0.00286878,0.00150814,0.00350754,0.00206254,0,0.0115006,0.0019119,0,0.00239286,0.00431574,0.0148555,0.00148954,0,0,0.0102801,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00221405,0,0.00311769,0,0,0,0.00343997,0,0,0,0,0,0.00637769,0,0.00204952,0,0,0,0,0,0,0,0.0106512,0,0,0,0,0,0,0.00447027,0.00542977,0,0.00216755,0.00309416,0,0,0,0,0,0,0,0,0,0,0,0,0.00316046,0,0,0,0.00223489,0.00231744,0,0,0,0,0,0.00410644,0,0.00470079,0,0,0,0.0345517,0.0599329,0.0426534,0.0167716,0.831611,0.189162,0.0375743,0.0227454,0.0124649,0.0149223,0.00451141,0.0285544,0.00337487,0.0257233,0.0363885,0.0096177,0.0128939,0.00709572,0.0295159,0.0502427,0.206645,0.0137614,0,0.0598371,0.141183,0.0370678,0.00773709,2.75064,0.0280978,0.0468099,0.0295637,0.0188693,0.0263029,0.070491,0.387053,0.0506761,0.762847,0.00385282,0,0,0,0.0461353,0,0,0,0,0,0,0,0,0.00899766,0,0.0068306,0,0.0213004,0.01402,0.129211,0,0.00424214,0,0,0,0,0,0.00982077,0,0.00622045,0,0,0,0,0,0,0.00567086,0,0,0,0,0.705992,0.00325034,0,0.0613961,0.00480077,0,0,0,0,0.00964274,0,0,0.0056654,0.0306856,0.0173868,0,0,0,0.00969979,0,0.00831601,0.81328,13.0792,0.00510595,0,0,0,0.0137874,0.0350944,0.0108301,0.0109314,29.4178,0.0218436,0,0
"Rubrobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00401204,0.01036,0,0,0,0,0.00150299,0,0,0,0,0,0,0,0.00269964,0,0,0,0,0,0,0,0,0.00853424,0.0038622,0,0.004649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146875,0.00489357,0,0,0.00503195,0,0.00261732,0.00314357,0,0,0,0,0.00432208,0,0,0,0,0,0.0041971,0,0,0,0,0.00480054,0.0051261,0,0,0,0,0,0,0,0,0,0,0,0.00976706,0,0,0,0,0,0,0,0,0,0.00490364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00122375,0,0.00389871,0,0,0,0.00496512,0.00488568,0.00819135,0,0,0,0,0,0,0,0,0.00219399,0.00186797,0,0,0,0,0,0,0,0,0,0.00445051,0,0,0,0,0,0,0,0,0,0,0.00478572,0,0,0,0,0,0,0,0,0.0030626,0,0,0.0268609,0.00206118,0,0.00271872,0.0046101,0.00296007,0.00483547,0.240487,0,0,0,0,0,0,0,0,0,0,0,0,0.0021259,0,0,0,0,0,0,0,0.0020298,0.00382,0.0319536,0.00197535,0,0.0380281,0,0,0,0.0111757,0.00271488,0.00898553,0.00216755,0,0.00388651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00359641,0.00223489,0,0.00157629,0,0,0,0,0,0,0.00470079,0,0.00309991,0,0.00800146,0,0.000584293,0.00129012,0.00303877,0,0,0,0,0,0,0,0.000843718,0.00171488,0.00856201,0.00240442,0.00203589,0.00236524,0,0.000947975,0.032506,0.000982956,0,0.000554047,0,0.00176513,0.00580282,0.00167314,0.00936593,0.014043,0,0.0141519,0,0.00190516,0,0.00238476,0.00322898,0,0,0,0,0,0,0,0,0,0.0048539,0,0,0,0,0.00571657,0,0,0,0,0.00922935,0,0,0,0,0,0,0,0.00491039,0,0,0,0,0,0,0,0,0,0,0,0,0.00398549,0,0.00325034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0048499,0,0,0.00303462,0.00335537,0,0,0,0,0,0,0,0.00546568,0,0,0,0.00187224
"Ruminiclostridium",0.0967914,0.48217,1.11099,0.165876,0.185286,0.369945,0.583965,0.23758,0.151042,0.861009,3.13597,6.02602,0.456568,11.1317,0.186027,0.0316122,3.12538,0.4403,2.27164,1.74168,0.970934,0.18796,1.70589,3.41553,0.328272,0.694094,1.25109,0.554648,0.801577,0.845193,1.02046,2.49677,0.021845,0.742141,1.40812,0.181532,1.5693,0.0200763,0.108473,1.11799,3.13997,0.397358,0.106927,0.175461,0.306093,0.0287581,9.90538,11.8475,0.114065,0.795694,1.02539,0.445324,0.115512,0.923368,0.521974,2.04355,0.57732,0.550782,1.59041,1.1909,1.90211,3.64817,0.265094,0.0601984,0.870768,1.38143,0.180897,0.150382,0.00554739,7.93534,0.576855,0.0733552,0.780246,0.517354,1.19799,1.25073,0.0255951,2.29475,0.0111919,0.284624,0.00480054,2.13758,0.272006,0.658567,5.59194,4.71057,3.36544,1.21322,0.129118,2.31459,1.97777,0.183113,5.66853,2.45641,0.127374,0.151712,0.573559,0.989715,0.26379,1.1796,3.43397,0.204862,7.71182,0.21576,0.782998,0.0801675,0.797788,2.6285,1.89268,0.203505,2.10651,0,0,0,0.00144928,0.0303892,0,0.00251769,0,0,0,0.00194936,0.00585412,0.0046594,0,0,0,0.0737221,0,0,0,0,0,0.00177762,0,0,0.0263279,0,0.00233825,0.0407717,0,0,0,0.00653808,0.00970992,0,0,0.0281866,0,0.00173995,0,0.00150814,0,0.00206254,0.00259316,0,0,0,0,0,0,0,0,0,0.00514007,0.00149312,0,0,0.0119634,0,0,0,0,0,0.00691515,0.00296007,0,0,0,0.00411726,0.0342946,0,0,0,0.0378397,0,0,0.101725,0.00125513,0,0.0021259,0.00520048,0,0.00305764,0,0.00240651,0,0,0,0,0,0,0,0.0120089,0,0.00265097,0.00226598,0,0.00271488,0,0,0,0,0,0,0,0.0195254,0.00188147,0,0,0,0.00580058,0.00349186,0.00203757,0.00948137,0,0,0,0,0,0,0,0,0,0.00991523,0,0,0,0.00242854,0,0,4.34152,0.972954,0.435883,3.08984,2.17171,2.80164,0.0659842,1.03112,0.299159,0.823442,0.8301,0.859012,2.79271,0.0994632,1.83548,1.28036,3.05654,0.53691,0.800866,2.55764,1.74371,3.86695,1.13054,0.759599,1.19441,0.39892,1.44297,0.277741,0.290344,5.0227,7.77351,6.86133,0.564574,0.205757,0.764017,1.88038,2.07785,0.396841,0.836932,0.686484,2.34048,0.330045,0.0306448,2.3967,0.290957,0.389597,2.00466,0.893228,2.99336,1.16258,0.904265,3.14983,1.65984,0.395385,1.23542,0.233667,0.226119,0.858117,5.05663,1.66619,0.187094,1.94903,1.6567,0.72611,0.574515,0.612974,0.292361,0.134677,0.0256003,0.729074,0.129966,0.196475,0.426078,0.215493,0.833375,0.289426,0.30028,1.03224,0.013934,2.65228,1.75654,1.25153,0.691311,0.469187,4.18542,0.267913,0.901997,0.891953,0.0192141,0.125231,0.64019,0.591794,0.652004,29.0377,0.400693,2.24703,0.378292,0.131486,0.0748441,0.00606925,0,1.3735,0.101559,0.0278035,0.175097,0.268854,0.379658,1.34294,1.18605,0.00425604,1.49847,2.0573,0.230285
"Ruminococcus",1.45671,0.0211943,1.57436,0.247537,0.303869,0.373134,6.1774,0.0211182,0.166667,0.511426,0.115081,0.894826,0.0635728,1.11946,0.149855,0.0147524,2.24674,1.25356,0.20986,3.3457,1.27591,0.210072,0.38176,2.44626,0.00512926,1.04308,0.341573,0.151958,0.376697,0.408965,2.01393,1.63955,0.0156035,0.700655,0.168413,0.027401,0.120275,0.0150572,0.0693022,0.0597397,0.339873,0.010321,0.051139,0.141225,0.0388689,0,1.7855,0.536085,0.044634,0.0515013,0.413462,0.0148441,0.0596192,0.0552443,2.32092,0.626854,0.0549828,2.56297,1.70785,0.0981267,4.23845,0.0905752,0.142488,0.0104693,5.12401,0.548992,0.936646,0.343731,0,3.16809,0.0709975,0.0451416,1.26076,0.10548,0.577475,0.41971,0.0204761,0.131985,0.0111919,1.81069,0.00960108,14.9682,0.0758049,0.781828,1.07243,2.37672,0.23542,0.993405,0.0041651,0.0675089,0.381388,0.0162767,1.22262,2.12433,0.265987,0.0260078,0.150559,2.54221,1.73629,0.075388,4.57863,0.0118189,0.898021,0.377581,0.631991,0.111344,0.73886,3.68739,0.604878,0.456002,0.406619,0,0.0431372,0.0052237,0.636232,1.42829,0.421693,0,0.694299,3.3543,0.167106,0.510731,0.54736,0.577765,2.2518,4.10988,0.170999,3.2151,0.268347,0.0614792,0.0490152,0,1.28159,0.536841,0.00326254,1.45638,0.15358,3.95823,1.28136,0.0879809,0.605576,0.00406554,0.0208035,0.222295,0.00728244,0.0105369,0.828729,1.48054,0.00178492,0.909993,0.0602444,1.18087,0.408629,0.12169,0.0803879,0.105806,0.0497094,0.0594429,0.880572,3.05554,0.499517,3.01184,0.0243237,0.0263132,0.313544,0.189626,0.1429,4.5449,0.247812,0.188501,0.0567063,0.0948141,0.349287,0.258279,0.348063,0.0917621,0.766422,0.512005,0.0885622,0.477602,1.68667,0,0.0207258,0.00754589,0.0275198,0.200838,0.00410055,0.340557,2.00193,0.0927318,0.187079,1.84097,0.0942777,0.801101,0.654989,0.0228618,0.141536,0.186596,0.0608939,2.2156,0.594338,0.42865,0.191764,0.104077,0.0348943,0.0662743,0.190342,0.227984,0.173753,0.438045,1.20516,1.65847,0.171007,2.54856,0.641981,0.0266159,0.175728,0.0169332,0.0065271,0.0435554,0.0477373,0.547188,0.265382,4.47043,2.45251,0.0438837,0.141344,0.0863139,0.0134093,0.0139047,0.0441362,0.00397931,0.00869093,0.422682,8.16519,0.985545,0.0134168,0,0.201569,0.660281,0.64202,1.29696,0.0956376,0.047912,0.332852,0.933917,0.521472,0.0109974,3.84018,0.0436273,0.269959,0.81807,0.0333135,0.864811,0.0308679,2.20472,0.65761,0.108581,0.0898791,0.167257,0.0644623,2.88491,0.126801,0.131336,0.139066,0.333192,0.328314,0.702141,0.523692,0.140489,1.3294,0.519973,6.20799,0.404877,0.129551,0.0183437,0.475163,0.360839,0.0858629,0.431842,0.0647626,0.281119,1.16048,0.147095,0.736487,1.58281,0.0607165,3.95593,0.941698,0.506904,5.57968,0.395897,0.114331,2.56148,0.116671,0.81474,0.0233667,0.267651,0.511344,1.49748,0.346721,0.0770388,0.143928,1.74043,0.365594,6.11343,0.756889,1.18811,0.0215482,0,0.934996,0.31625,0.162793,0.116734,0.584099,1.39401,5.15822,3.06286,0.832968,0.00928936,0.877592,0.140014,0.576178,0.278445,0.785492,2.00735,0.39399,1.32766,2.50711,0.0288212,0.652518,0.317262,0.284938,0.139094,6.98443,2.83193,1.5715,0.048499,0.737262,1.13098,0,0,0.56676,0.467171,0,0.311284,0.303323,3.17126,0.286998,0.464582,0.0127681,1.24072,0.78756,0.333258
"Salinibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00502285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00171488,0,0,0,0,0,0,0.00116093,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000917187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00436872,0,0
"Salmonella",0,0.00529857,0,0,0.00494096,0,0,0.0316773,0.0833333,0.00647375,0,0,0,0,0.0930136,0.139094,0.00802407,0,0,0,0.0124479,0.0386976,0.00150299,0,0,0,0,0.00379896,0,0.00272643,0,0,0.0156035,0.032267,0,0.345938,0.0343643,0.0100381,0.0150657,0.0128014,0,0.180617,0.004649,0.74464,0.00971723,1.40093,0,0,0,0,0,0,28.8035,0.0236761,0.00466048,0,0.0091638,0.00734376,0,0.0044603,0.136876,0.186182,0.00331367,0.0706677,0,0,0.00401994,0.829252,0.521455,0,0.0399361,0.0056427,0.371093,0.0502285,0.0071736,0.0041971,0.839519,0,0.0167879,0,0.0192022,0.051261,0.383483,20.479,0,0,0.0107009,0.118363,0.0124953,0.0144662,0.027242,0.00813835,0,0.532305,0.0187315,0,0.0215085,0.310499,0.023623,0.470067,0.00552975,0.0590947,0,0,0,0.538903,0.0543946,0,0,0.00376861,0.00564748,0.00657009,0.00159767,0,0,0,0,0.113296,0,0,3.50355,0,0,0.0559128,0.00591541,0,0,0,0,0.00307396,0.0222797,0,0.00893096,0,0,0,0,0,0,0,0.0128846,4.48835,0.0130022,0,0,0.00175614,0.00219241,0.0014835,0.0464079,0,0.0286878,0.199074,0.00175377,0,0.00259316,0,0.0057357,0.00283062,0,0,0,0.00148954,0.00521222,0.00493372,0.00514007,0.00149312,0.00539243,0,0,0.0104723,0,0.00412235,0,0,0.00230505,0.00296007,0.00241774,0,0,0.00617589,0.00311769,0,0,0.00377294,0.388717,0.0654907,0.00410055,0.101725,0.00251026,0.00639529,0.00850358,0,0,0.0183458,0,0.0180488,0.00301141,0.00380807,0.00608939,0,0,0.00790139,0.00165314,0.00200148,0.00174471,0.00265097,0,0.00223514,0.00271488,0,0,0,0.00194326,0,0,0.0042025,8.41365,0.0244591,0.0424261,0,0,0.0483381,0.00349186,0.686662,0,0.00548546,0.0122149,0.0125874,0.00446977,0.0278093,0.299496,0.00198965,0.0130364,0.00237462,0,0,0.00223614,0.00470079,0,0,0.00392673,0,0.00382551,0.00350576,0,0.00202585,0,0,0.00379089,0,0.0135658,0,0,0,0.00171488,0.00107025,0.0180332,0.00135726,0.00946096,0.00196773,0,0.00116093,0.00393182,0.00298492,0.134079,0.00282366,0,0.00193427,0,0,0,0.00173904,0,0,0.000952581,0.000917187,0.00178857,0,0,0.019108,0.0194288,0,0.0141955,0.0919343,0,0,0.0809553,0,0,0,0,0,0.0857486,0,0,0,0,0,0,0.00424214,0.00963113,0,0,0,0.0152331,0,0,0,0,12.2984,0,0,0.0280678,0.0350201,0,0,0,0.00667289,0,0.013934,0,0,0,0,0.0105435,0,0.026266,0,0,0.00960707,0.191142,0,0,0,0.0060107,0,0.0142217,0,0,0,0,0,0.0102119,0,0,0,0,0,0.00541506,0,0,0,0.00401816,0.0224669
"Scardovia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00331367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00482207,0,0,0,0,0,0,0,0,0,0,0,0,0.00507357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00379089,0,0,0,0,0.000843718,0,0,0,0,0,0,0,0.0290232,0.000982956,0,0,0,0,0,0,0,0,0,0,0,0.000952581,0,0.00178857,0,0,0.019108,0,0,0,0,0,0,0.0101194,0,0,0,0,0,0,0,0.00648172,0,0,0,0,0,0.00481556,0,0,0,0,0,0,0,0,0,0,0,0,0.00583669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0838842,0,0,0,0,0,0,0,0,0,0,0,0
"Schwartzia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00202114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00406554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00129012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00436987,0,0.00899766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00533021,0,0,0,0,0.00866439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301983,0,0,0,0,0,0,0,0,0,0,0,0
"Sediminibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119987,0,0,0.0288032,0,0,0,0,0,0,0,0,0.00964413,0,0.0122075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00179821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00101292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Selenomonas",0.00483957,0,0,0,0,0,0,0,0,0,0,0.00432283,0,0,0,0,0.00401204,0,0,0,0,0.00552822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00485861,0,0,0,0.00495933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00554739,0.00432208,0,0,0,0,0,0.00839419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00217066,0,0,0,0,0,0,0,0,0,0.00124128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014835,0,0.00173995,0,0,0,0,0,0,0,0,0.00239286,0.00431574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00226598,0.00223514,0,0.00449277,0,0,0.00194326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00157629,0,0,0.00237462,0.00495761,0,0,0,0,0,0,0.000727405,0,0.00116859,0.00516049,0,0,0,0.00379089,0,0,0.0015038,0.00475907,0,0.00171488,0.00107025,0,0,0.00473048,0.00196773,0.00284393,0.00116093,0,0,0.000554047,0,0,0.00386855,0.00167314,0,0.00468099,0,0.00235866,0.000939391,0.000952581,0,0.00298095,0.00322898,0.00165121,0,0.00647626,0,0,0.00612895,0,0,0,0.0048539,0,0,0,0.0134965,0,0,0,0,0,0.00461467,0,0,0,0,0,0,0.00507769,0,0,0,0,0,0,0,0,0,0,0,0.0064317,0,0,0,0,0,0,0,0,0,0,0,0,0.00480354,0,0,0,0,0,0,0,0,0,0,0.121385,0.671073,0,0,0,0,0,0.0031904,0.0108301,0,0,0.00436872,0,0
